adult,belongs_to_collection,budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,director,actors
False,False,16500000,"Drama,Romance",4584,tt0114388,en,Sense and Sensibility,10.673167,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Mirage Enterprises', 'id': 932}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-13,135000000.0,136.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Sense and Sensibility,7.2,364.0,['Ang Lee'],"['Kate Winslet', 'Emma Thompson', 'Hugh Grant']"
False,False,4000000,"Crime,Comedy",5,tt0113101,en,Four Rooms,9.026586,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-09,4300000.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Four Rooms,6.5,539.0,"['Allison Anders', 'Alexandre Rockwell', 'Robert Rodriguez', 'Quentin Tarantino']","['Tim Roth', 'Antonio Banderas', 'Jennifer Beals']"
False,True,30000000,"Crime,Comedy,Adventure",9273,tt0112281,en,Ace Ventura: When Nature Calls,8.205447999999999,"[{'name': 'O Entertainment', 'id': 5682}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-11-10,212385533.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Ace Ventura: When Nature Calls,6.1,1128.0,['Steve Oedekerk'],"['Jim Carrey', 'Ian McNeice', 'Simon Callow']"
False,False,60000000,"Action,Comedy,Crime",11517,tt0113845,en,Money Train,7.3379059999999985,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-11-21,35431113.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Money Train,5.4,224.0,['Joseph Ruben'],"['Wesley Snipes', 'Woody Harrelson', 'Jennifer Lopez']"
False,True,30250000,"Comedy,Thriller,Crime",8012,tt0113161,en,Get Shorty,12.669608,"[{'name': 'Jersey Films', 'id': 216}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-20,115101622.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Get Shorty,6.4,305.0,['Barry Sonnenfeld'],"['John Travolta', 'Gene Hackman', 'Rene Russo']"
False,False,50000000,"Action,Adventure,Crime,Thriller",9691,tt0112401,en,Assassins,11.065939,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Canal+', 'id': 5358}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Dino De Laurentiis Company', 'id': 10308}, {'name': 'Donner/Shuler-Donner Productions', 'id': 23397}, {'name': 'Evansgideon/Lazar', 'id': 25061}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-06,30303072.0,132.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'nl', 'name': 'Nederlands'}]",Assassins,6.0,394.0,['Richard Donner'],"['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore']"
False,False,3600000,"Drama,Romance",451,tt0113627,en,Leaving Las Vegas,10.332025,"[{'name': 'United Artists', 'id': 60}, {'name': 'Intial Productions', 'id': 15547}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-27,49800000.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Leaving Las Vegas,7.1,365.0,['Mike Figgis'],"['Nicolas Cage', 'Elisabeth Shue', 'Julian Sands']"
False,False,12000000,"Comedy,Drama,Family",9263,tt0114011,en,Now and Then,8.681325,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-20,27400000.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Now and Then,6.6,91.0,['Lesli Linka Glatter'],"['Christina Ricci', ""Rosie O'Donnell"", 'Thora Birch']"
False,False,18000000,"Fantasy,Science Fiction,Adventure",902,tt0112682,fr,La Cité des Enfants Perdus,9.822423,"[{'name': 'Procirep', 'id': 311}, {'name': 'Constellation Productions', 'id': 590}, {'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Claudie Ossard Productions', 'id': 592}, {'name': 'Eurimages', 'id': 850}, {'name': 'MEDIA Programme of the European Union', 'id': 851}, {'name': 'Cofimage 5', 'id': 1871}, {'name': 'Televisión Española (TVE)', 'id': 6639}, {'name': 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'id': 7237}, {'name': ""Club d'Investissement Média"", 'id': 8170}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Elías Querejeta Producciones Cinematográficas S.L.', 'id': 12009}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Victoires Productions', 'id': 25020}, {'name': 'Constellation', 'id': 25021}, {'name': 'Lumière Pictures', 'id': 25129}, {'name': 'Canal+', 'id': 47532}, {'name': 'Studio Image', 'id': 68517}, {'name': 'Cofimage 4', 'id': 79437}, {'name': 'Ossane', 'id': 79438}, {'name': 'Phoenix Images', 'id': 79439}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",1995-05-16,1738611.0,108.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'fr', 'name': 'Français'}]",The City of Lost Children,7.6,308.0,"['Jean-Pierre Jeunet', 'Marc Caro']","['Ron Perlman', 'Dominique Pinon', 'Judith Vittet']"
False,False,29500000,"Science Fiction,Thriller,Mystery",63,tt0114746,en,Twelve Monkeys,12.297305,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Classico', 'id': 17031}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-29,168840000.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Twelve Monkeys,7.4,2470.0,['Terry Gilliam'],"['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt']"
False,True,30000000,"Fantasy,Drama,Comedy,Family",9598,tt0112431,en,Babe,14.404764000000002,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Kennedy Miller Productions', 'id': 2537}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-07-18,254134910.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Babe,6.0,756.0,['Chris Noonan'],"['Christine Cavanaugh', 'Miriam Margolyes', 'Danny Mann']"
False,False,11000000,Drama,687,tt0112818,en,Dead Man Walking,6.891317,"[{'name': 'Havoc', 'id': 406}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1995-12-29,39363635.0,122.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Dead Man Walking,7.3,350.0,['Tim Robbins'],"['Susan Sarandon', 'Sean Penn', 'Robert Prosky']"
False,True,18000000,"Action,Fantasy",9312,tt0113855,en,Mortal Kombat,10.870138,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Threshold Entertainment', 'id': 4174}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-08-18,122195920.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Mortal Kombat,5.4,452.0,['Paul W.S. Anderson'],"['Christopher Lambert', 'Robin Shou', 'Linden Ashby']"
False,False,20000000,"Fantasy,Drama,Comedy,Thriller",577,tt0114681,en,To Die For,10.448481,"[{'name': 'The Rank Organisation', 'id': 364}, {'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-20,21284514.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",To Die For,6.7,177.0,['Gus Van Sant'],"['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix']"
False,False,10000000,"Drama,Romance",11861,tt0113347,en,How To Make An American Quilt,4.485958,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-06,23574130.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",How To Make An American Quilt,6.5,38.0,['Jocelyn Moorhouse'],"['Winona Ryder', 'Anne Bancroft', 'Ellen Burstyn']"
False,False,33000000,"Crime,Mystery,Thriller",807,tt0114369,en,Se7en,18.45743,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Juno Pix', 'id': 4286}, {'name': 'Cecchi Gori Pictures', 'id': 65394}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-22,327311859.0,127.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Se7en,8.1,5915.0,['David Fincher'],"['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow']"
False,True,55000000,"Adventure,Animation,Drama,Family",10530,tt0114148,en,Pocahontas,13.280069,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Feature Animation', 'id': 10217}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-06-14,346079773.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Pocahontas,6.7,1509.0,"['Mike Gabriel', 'Eric Goldberg']","['Irene Bedard', 'Mel Gibson', 'David Ogden Stiers']"
False,False,6000000,"Drama,Crime,Thriller",629,tt0114814,en,The Usual Suspects,16.302466,"[{'name': 'Blue Parrot Productions', 'id': 361}, {'name': 'Bad Hat Harry Productions', 'id': 9168}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-07-19,23341568.0,106.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",The Usual Suspects,8.1,3334.0,['Bryan Singer'],"['Stephen Baldwin', 'Gabriel Byrne', 'Chazz Palminteri']"
False,False,15000000,"Comedy,Romance",11448,tt0113819,en,Mighty Aphrodite,15.899134,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Magnolia Pictures', 'id': 1030}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-13,6700000.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Mighty Aphrodite,6.7,145.0,['Woody Allen'],"['Woody Allen', 'Mira Sorvino', 'Helena Bonham Carter']"
False,True,3500000,Comedy,10634,tt0113118,en,Friday,14.56965,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-04-26,28215918.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Friday,7.0,513.0,['F. Gary Gray'],"['Ice Cube', 'Chris Tucker', 'Nia Long']"
False,True,19000000,"Horror,Action,Thriller,Crime",755,tt0116367,en,From Dusk Till Dawn,15.339153,"[{'name': 'A Band Apart', 'id': 59}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Los Hooligans Productions', 'id': 11705}, {'name': 'Miramax', 'id': 53009}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-19,25836616.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",From Dusk Till Dawn,6.9,1644.0,['Robert Rodriguez'],"['George Clooney', 'Quentin Tarantino', 'Harvey Keitel']"
False,False,50000000,"Action,Thriller,Romance",11859,tt0113010,en,Fair Game,5.912223,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-11-03,11534477.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Fair Game,4.1,54.0,['Andrew Sipes'],"['William Baldwin', 'Cindy Crawford', 'Steven Berkoff']"
False,False,15000000,"Comedy,Family",36929,tt0115676,en,Big Bully,2.936443,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-26,2042530.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Big Bully,3.9,16.0,['Steve Miner'],"['Rick Moranis', 'Tom Arnold', 'Julianne Phillips']"
False,True,20000000,"Horror,Science Fiction",9102,tt0114367,en,Screamers,12.758848,"[{'name': 'The Movie Network (TMN)', 'id': 3388}, {'name': 'Allegro Films', 'id': 4899}, {'name': 'Fuji Eight Company Ltd.', 'id': 7958}, {'name': 'Fries Film Group', 'id': 23096}, {'name': 'Super Ecran', 'id': 23097}, {'name': 'Triumph Films', 'id': 23098}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-08,5781885.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Screamers,6.1,154.0,['Christian Duguay'],"['Peter Weller', 'Roy Dupuis', 'Jennifer Rubin']"
False,False,8000000,"Drama,Crime",400,tt0114660,en,Things to Do in Denver When You're Dead,4.486179,"[{'name': 'Miramax Films', 'id': 14}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-01,529766.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Things to Do in Denver When You're Dead,6.7,87.0,['Gary Fleder'],"['Andy García', 'Christopher Lloyd', 'William Forsythe']"
False,False,38000000,"Action,Drama",10534,tt0118158,en,White Squall,9.568604,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Largo Entertainment', 'id': 1644}, {'name': 'Scott Free Productions', 'id': 1645}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-02,10300000.0,129.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",White Squall,6.3,86.0,['Ridley Scott'],"['Jeff Bridges', 'Caroline Goodall', 'John Savage']"
False,False,8169363,"Crime,Drama,Thriller",2086,tt0113972,en,Nick of Time,6.848591000000001,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-11-22,8175346.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Nick of Time,6.1,190.0,['John Badham'],"['Johnny Depp', 'Courtney Chase', 'Charles S. Dutton']"
False,False,47000000,"Drama,Horror,Thriller,Romance",9095,tt0117002,en,Mary Reilly,12.866139,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'NFH Productions', 'id': 18737}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-23,12379402.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Mary Reilly,5.7,77.0,['Stephen Frears'],"['Julia Roberts', 'John Malkovich', 'George Cole']"
False,False,14000000,"Comedy,Horror,Romance",12158,tt0114825,en,Vampire in Brooklyn,9.071127,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-26,19800000.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Vampire in Brooklyn,4.5,113.0,['Wes Craven'],"['Eddie Murphy', 'Angela Bassett', 'Allen Payne']"
False,False,50000000,"Action,Adventure,Drama,Thriller",9208,tt0115759,en,Broken Arrow,14.957626,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'WCG Entertainment Productions', 'id': 456}, {'name': 'Mark Gordon Productions', 'id': 11362}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-09,150270147.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Broken Arrow,5.7,459.0,['John Woo'],"['John Travolta', 'Christian Slater', 'Samantha Mathis']"
False,False,7000000,"Comedy,Crime,Drama",13685,tt0115734,en,Bottle Rocket,6.904831,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-21,560069.0,91.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Bottle Rocket,6.8,285.0,['Wes Anderson'],"['Luke Wilson', 'Owen Wilson', 'Lumi Cavazos']"
False,False,12000000,Comedy,9614,tt0116483,en,Happy Gilmore,9.592265,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Brillstein-Grey Entertainment', 'id': 1606}, {'name': 'Robert Simonds Productions', 'id': 3929}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-16,41205099.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Happy Gilmore,6.5,767.0,['Dennis Dugan'],"['Adam Sandler', 'Ben Stiller', 'Christopher McDonald']"
False,False,24000000,"Drama,Romance",688,tt0112579,en,The Bridges of Madison County,5.951077,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-28,182016617.0,135.0,"[{'iso_639_1': 'en', 'name': 'English'}]",The Bridges of Madison County,7.3,397.0,['Clint Eastwood'],"['Meryl Streep', 'Clint Eastwood', 'Annie Corley']"
False,False,72000000,"Action,Drama,History,War",197,tt0112573,en,Braveheart,20.755149,"[{'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'The Ladd Company', 'id': 7965}, {'name': 'B.H. Finance C.V.', 'id': 11353}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-24,210000000.0,177.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'gd', 'name': ''}]",Braveheart,7.7,3404.0,['Mel Gibson'],"['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau']"
False,False,1300000,"Crime,Drama",103,tt0075314,en,Taxi Driver,14.092713,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Italo/Judeo Productions', 'id': 46059}, {'name': 'Bill/Phillips', 'id': 46060}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1976-02-07,28262574.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Taxi Driver,8.1,2632.0,['Martin Scorsese'],"['Robert De Niro', 'Cybill Shepherd', 'Harvey Keitel']"
False,False,7500000,"Crime,Action,Comedy,Thriller",33542,tt0113326,cn,紅番區,12.314278,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Golden Harvest Company', 'id': 2521}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1995-01-30,32392047.0,91.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",Rumble in the Bronx,6.5,245.0,['Stanley Tong'],"['Jackie Chan', 'Anita Mui', 'Françoise Yip']"
False,False,25000000,"Comedy,Drama",78406,tt0114536,en,Steal Big Steal Little,1.522412,"[{'name': 'Savoy Pictures', 'id': 11308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-29,6278139.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Steal Big Steal Little,5.1,7.0,['Andrew Davis'],"['Andy García', 'Alan Arkin', 'Rachel Ticotin']"
False,False,40000000,"Comedy,Romance",11066,tt0103859,en,Boomerang,6.506983,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-06-30,70100000.0,117.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Boomerang,5.4,139.0,['Reginald Hudlin'],"['Eddie Murphy', 'Robin Givens', 'Halle Berry']"
False,False,7000000,"Comedy,Romance",2074,tt0116324,en,Flirting with Disaster,5.579088,"[{'name': 'Miramax Films', 'id': 14}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-03-22,14702438.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Flirting with Disaster,6.3,66.0,['David O. Russell'],"['Ben Stiller', 'Patricia Arquette', 'Téa Leoni']"
False,False,50000000,"Action,Thriller,Mystery,Romance",11863,tt0113451,en,Jade,11.418917,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-13,9851610.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Jade,5.1,45.0,['William Friedkin'],"['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri']"
False,False,31000000,Comedy,11000,tt0115685,en,The Birdcage,6.4996800000000015,"[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-03-08,185260553.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",The Birdcage,6.7,303.0,['Mike Nichols'],"['Robin Williams', 'Gene Hackman', 'Nathan Lane']"
False,True,19000000,"Action,Comedy,Crime,Thriller",9737,tt0112442,en,Bad Boys,9.262184,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-04-07,141407024.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Bad Boys,6.5,1729.0,['Michael Bay'],"['Will Smith', 'Martin Lawrence', 'Téa Leoni']"
